isos,enu_tfec_total_pc,enu_trp_total_pc,enu_hhcops_elec_pc,enu_hhcops_total_pc,ns_prosupp_pc,ns_hale,ns_unempl,ns_edu_bas,ns_h20_acc,ns_san_acc,ns_undernourished,ns_pov_gap_320,ns_pov_hcratio_nationalline,ns_doctors,ps_roadkm_pc,ps_gini,ps_gdp_ppp_pc,ps_ge,ps_va,ps_growth,ps_xpd_hlth_gov2tot,ps_xpd_gov_edu2tot,ps_soc_sec_cov,ps_unions,ps_corp_power,ps_fdi,ps_veh_pc,ps_pop_urb,ps_age_1564,ps_res_rent,ps_elec_acc,ps_nsolfuel_acc,ps_rail_pkmpc,ps_infra_qual,ps_tax_rev,ps_aid,ps_remitt,ps_soc_contr,ps_expo,ps_impo,ps_hdd,ps_cdd,ps_tmin,ps_tmean,aux_pop,aux_gdp_ext,aux_tfec_ext
SDN,11.10589,3.120086,0.5823016,6.209997,68.97,58.34369,14.6,30.59556,55.5,23.5,23.5,13.6,46.5,0.28,NaN,32.9,4074.022,-1.457651,-1.770111,8.334171,22.82569,NaN,7.448155,NaN,NaN,3.687194,0.00262513,33.315,55.29733,9.766763,32.56256,27.90427,3.44714e-07,2.01,NaN,0.021785,0.9504766,NaN,9.219192,15.50181,237,14852,19.4,26.9,3.771242e+07,1.460827e+11,4.1883e+08
SEN,8.232592,2.083656,0.5014474,4.744811,59.52,57.48191,10.3,36.78111,76.3,46.1,13.3,29.6,46.7,0.3103,0.001088526,35.2,2800.412,-0.4708664,-0.03614125,-0.04905462,50.56303,NaN,18.27141,22.4,NaN,1.966266,0.04223624,42.781,53.27166,6.388183,56.5,39.26889,NaN,2.31,19.18222,0.07889553,11.49044,NaN,22.25665,39.00152,92,17383,20.8,27.85,1.378011e+07,3.066482e+10,1.13446e+08
SGP,129.5629,21.34256,16.16226,17.94054,NaN,73.21474,2.8,75.88889,100,100,NaN,NaN,NaN,1.83,0.0006447135,40.2,77492.63,2.151905,0.07670367,2.576852,35.54654,20.94088,NaN,19.4,264.487,19.7567,0.1554465,100,73.51344,0.0004983452,100,100,NaN,4.15,13.85384,NaN,NaN,NaN,196.7196,172.4933,NaN,NaN,22.6,26.45,5312437,4.09978e+11,6.88295e+08
SHN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-11.1,NaN,NaN,NaN,NaN
SLB,NaN,NaN,NaN,NaN,56.74,56.55118,3.8,40.54988,80.5,28.9,12.1,21.4,12.7,0.1559,0.002531129,44.3,2102.19,-0.8243815,-0.04848881,6.416512,92.96271,NaN,NaN,NaN,NaN,2.329619,NaN,20.964,56.27156,36.2399,22.80671,8.701002,NaN,2.03,NaN,0.3664469,2.021515,NaN,59.70601,61.17234,NaN,NaN,NaN,25.65,549162,1.132622e+09,NaN
SLE,NaN,NaN,NaN,NaN,56.6,49.01752,3.4,30.45,59.5,12.8,23.7,38,52.9,0.025,NaN,33.8,1413.881,-1.204362,-0.3508093,8.097708,17.6309,14.12596,30.19532,NaN,NaN,18.74815,NaN,38.885,54.16545,9.250648,14.2,1.999998,NaN,2.5,NaN,0.1383739,1.674716,NaN,32.90533,60.36879,1,22255,21,26.05,6043157,9.795347e+09,NaN
SLV,18.36557,7.160463,1.383346,5.823064,71.98,63.88944,6.1,55.32619,91.6,72.6,12.2,4.1,34.5,1.596,0.001139284,39.4,6646.159,-0.1430124,-0.07360041,1.76326,62.8011,NaN,60.1891,9.8,45.11275,1.880058,0.03631135,65.287,63.30291,1.626584,93.7,79.27968,NaN,2.46,14.53287,0.0101731,16.361,11.16462,28.57131,49.07785,1,13391,18.4,24.45,6072233,4.772691e+10,1.1152e+08
SMR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1411,NaN,NaN,59923.91,NaN,1.211807,0,93.39552,NaN,NaN,NaN,NaN,NaN,NaN,94.123,NaN,NaN,100,100,NaN,NaN,NaN,NaN,NaN,29.63717,NaN,NaN,NaN,NaN,8.2,11.85,31172,NaN,NaN
SOM,NaN,NaN,NaN,NaN,NaN,49.68867,6.9,NaN,NaN,NaN,NaN,NaN,NaN,0.02895,NaN,NaN,NaN,-2.225444,-2.233534,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.153,49.7291,NaN,32.70795,4.583317,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,1,17788,21.3,27.05,1.003363e+07,NaN,NaN
SPM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SRB,50.30659,10.21937,9.720551,23.02448,82.52,64.49837,23.9,69.54444,99.2,96.5,6.1,5,24.5,2.4913,0.006146343,33.9,13719.66,-0.1137179,0.1836556,0.8264184,61.16344,9.59923,65.49812,27.9,8.727922,3.132126,0.2610194,55.307,67.39529,4.096661,100,68.63474,0.0001112643,2.62,19.72139,0.02862918,8.709954,35.53748,35.84481,49.62602,11498,2484,NaN,10.55,7199077,9.358853e+10,3.62161e+08
SSD,NaN,NaN,NaN,NaN,NaN,49.84932,NaN,NaN,NaN,NaN,NaN,33.3,50.1,NaN,NaN,42.6,1622.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.83205,28.78776,12,16995,NaN,NaN,NaN,NaN,2.2712e+07
STP,NaN,NaN,NaN,NaN,53.03,59.68586,NaN,46.91658,97,34.4,14.6,26.8,66.2,0.32,NaN,27.3,2638.597,-0.7166464,0.1428682,2.454031,28.85234,13.71965,NaN,NaN,NaN,8.460896,NaN,63.265,53.48211,2.901236,60.46256,28.76522,NaN,2.24,13.89561,0.2324878,2.394226,NaN,NaN,NaN,NaN,NaN,NaN,23.75,178484,5.28293e+08,NaN
SUHH,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SUR,NaN,NaN,NaN,NaN,62.23,63.08885,6.3,58.83803,94.8,79.3,8.3,NaN,NaN,0.7088,NaN,NaN,15015.72,0.00908277,0.287683,3.134108,52.83019,NaN,NaN,NaN,NaN,3.402453,0.3168078,66.208,65.47759,21.07397,100,88.57449,NaN,NaN,19.54745,0.008629207,0.161797,NaN,NaN,NaN,NaN,NaN,NaN,25.7,528535,8.307583e+09,NaN
SVK,79.28742,17.91578,7.446771,27.26026,69.14,65.48982,13.9,80.21,100,98.8,3.9,0.3,12.8,3.3833,0.01014668,25.6,26498.51,0.8264281,0.9456594,2.027822,69.72459,9.79439,88.6191,13.6,4.954943,1.909467,0.3931242,54.163,72.06821,0.5382301,100,99.95227,0.0004469856,2.99,12.13193,NaN,2.071881,42.8503,91.03588,85.51661,13326,1989,2.1,6.8,5407579,1.410907e+11,4.28753e+08
SVN,101.1939,38.71067,11.32241,33.43786,98.26,67.77528,8.8,86.30833,99.5,99.1,2.5,0,14.5,2.5374,0.01895089,26.1,28108.66,1.018601,0.9814042,-1.255244,72.63493,12.63184,NaN,26.5,14.0027,0.07255208,0.566909,49.856,68.606,0.3910894,100,95.79347,0.0003606916,3.24,17.55027,NaN,1.394246,39.82349,72.89159,69.49284,13571,1387,4.2,8.9,2057159,5.859149e+10,2.08172e+08
SWE,144.9294,33.18306,26.34469,52.38842,105.25,70.38442,8.1,83.0134,100,99.3,2.5,0.4,NaN,4.0396,0.06088258,25.7,43896.93,1.941426,1.708233,0.4248023,84.35164,15.2498,NaN,67.5,NaN,0.7999724,0.5271355,85.363,64.52983,1.141794,100,100,0.0006738888,4.13,26.06779,NaN,0.7483168,9.686324,45.20081,40.64638,13796,253,-2.1,2.1,9519374,4.229813e+11,1.379637e+09
SWZ,NaN,NaN,NaN,NaN,NaN,42.46009,22.5,55.12889,74.2,57.5,NaN,NaN,NaN,NaN,NaN,60.5,NaN,-0.5492514,-1.196433,0.5623341,71.8792,NaN,51.6493,NaN,NaN,1.826246,NaN,21.374,58.40355,2.52707,42,38.37492,8.1189e-08,NaN,NaN,0.02439437,0.6373812,NaN,NaN,NaN,636,7524,15.5,NaN,1231694,9.694225e+09,NaN
SYC,NaN,NaN,NaN,NaN,NaN,64.88036,NaN,63.59289,95.7,98.4,NaN,0.9,39.3,1.0076,0.005956762,40,22618.01,0.3756714,0.08462796,8.134079,93.01177,NaN,NaN,2.1,NaN,54.0621,NaN,52.915,70.13774,0.1498898,100,99.77663,NaN,NaN,28.40093,0.03230519,1.557752,6.072866,99.32936,117.1538,NaN,NaN,24.5,27.15,88303,2.141482e+09,NaN
SYR,19.54621,6.159943,2.387236,5.283062,NaN,58.55605,11.4,55.31916,90.1,95.7,NaN,NaN,NaN,1.4978,0.003497365,NaN,NaN,-1.221849,-1.796097,0,46.30872,NaN,NaN,NaN,NaN,NaN,0.2854532,56.459,59.9437,NaN,96.26256,99.99,9.294873e-05,2.54,NaN,NaN,NaN,NaN,NaN,NaN,4096,7118,10.8,17.75,1.997876e+07,NaN,3.90509e+08
TCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18952.3,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91.09,NaN,NaN,90.87544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32430,NaN,NaN
TCD,NaN,NaN,NaN,NaN,62.77,49.26563,7,25.58519,50.7,12,37.6,30.8,46.7,0.0416,0.003145776,38.4,1950.654,-1.492773,-1.346059,0.9718657,47.39277,NaN,NaN,NaN,NaN,4.687821,NaN,22.129,49.07012,31.28328,6.4,4.790998,NaN,2,NaN,0.04127518,NaN,NaN,38.46806,42.10757,267,15358,18.6,26.55,1.271547e+07,2.539801e+10,NaN
TGO,12.33029,2.580652,0.3651279,9.270661,58.14,52.54821,7,51.44222,61.1,11.5,19.2,40.6,58.7,0.2022,NaN,39.1,1334.661,-1.325619,-1.042283,2.057886,38.11312,17.68043,NaN,NaN,NaN,3.14276,0.02490519,38.493,54.56628,10.68799,31.46256,4.751754,NaN,2.46,16.60055,0.06989609,8.916328,NaN,46.58844,60.39771,29,20115,21.8,27.15,6745581,8.797506e+09,8.3175e+07
THA,57.24466,13.89018,4.982109,11.18384,60.38,68.17131,0.7,60.79653,97.1,93.2,8.4,0.2,12.6,0.3905,NaN,42.1,14450.01,0.2074008,-0.3446989,3.617036,85.03819,21.39677,98.99918,3.5,98.10356,3.245621,0.1898236,46.682,72.03838,4.113654,100,75.86174,0.0001117263,3.08,15.45133,-0.0002404894,1.186381,4.406915,69.75546,68.72372,8,19740,21.2,26.3,6.716413e+07,9.976109e+11,3.844788e+09
TJK,10.74666,0.581773,1.588086,1.588086,61.72,61.16866,11.1,63.94444,71.7,94.4,NaN,5.7,34.3,1.7009,NaN,43.3,2359.552,-0.9332111,-1.393574,5.057597,29.37486,16.35024,39.28873,NaN,NaN,2.597658,NaN,26.568,61.61047,2.203429,100,68.58625,3.026127e-06,2.03,NaN,0.06032642,47.49764,NaN,17.27728,65.89867,19853,804,-3.9,2,7930929,1.892579e+10,8.5231e+07
TKM,136.978,21.9438,1.418535,58.72269,90.85,61.39908,10.8,67.87129,NaN,NaN,4.9,NaN,NaN,2.2376,NaN,NaN,12235.23,-1.29339,-2.210359,11.44768,64.90607,20.79551,NaN,NaN,NaN,8.900018,NaN,49.023,67.35973,36.82391,100,99.99,0.000350091,2.152215,NaN,0.00134234,0.105505,NaN,58.83274,50.50091,10073,4624,8.7,15.1,5172941,6.564123e+10,7.08579e+08
TLS,NaN,NaN,NaN,NaN,57.66,60.87697,4.1,47.24067,71.2,39.8,26.7,26.3,41.8,0.19395,NaN,NaN,10174.26,-1.193464,0.05710651,3.980255,90.85897,6.66565,NaN,NaN,NaN,3.118335,NaN,30.832,53.62479,NaN,41.56256,6.774754,NaN,NaN,NaN,0.2549265,9.255584,NaN,97.88206,35.95543,1,23723,NaN,25.25,1148958,2.385219e+09,NaN
TON,NaN,NaN,NaN,NaN,NaN,61.98524,NaN,72.03333,99.4,91.3,NaN,1.7,22.5,0.5223,0.006490469,40.3,5239.055,-0.1937221,0.3914704,0.8823037,80.7044,NaN,1.288274,NaN,NaN,0.3922768,NaN,23.498,56.84029,0.06569313,95.86256,55.35202,NaN,NaN,NaN,0.1974974,25.72389,NaN,17.01204,60.7578,NaN,NaN,22.5,25.25,104769,5.377588e+08,NaN
TTO,418.4182,32.51318,9.084817,13.58474,81.39,65.16544,5,70.03207,95.1,91.5,7.5,NaN,NaN,1.8212,0.007149784,NaN,31172.35,0.4025942,0.4566493,0.1769662,50.06775,NaN,NaN,19.8,NaN,9.979075,0.2743036,8.795,70.56461,29.32231,99.8278,99.99,NaN,NaN,27.64161,NaN,0.5128709,5.809109,NaN,NaN,NaN,NaN,21.5,25.75,1341579,4.101463e+10,5.61341e+08
TUN,28.51626,8.406495,2.760844,9.856461,99.66,66.58022,14,62.14556,96.9,90.3,4.5,2.3,20.5,1.24455,0.001801717,33.9,10442.27,-0.04855794,-0.2179137,-0.4691541,57.91954,21.61525,14.42593,20.4,21.09111,3.450544,0.1186732,66.274,69.36404,7.18329,100,99.96055,0.0001423336,2.88,21.12786,0.02392928,5.029982,25.4607,48.54622,57.98486,1838,7461,13.5,19.2,1.07775e+07,1.150236e+11,3.07334e+08
TUR,48.84971,9.634868,4.616764,18.24395,107.53,67.0471,9.2,65.20237,99.5,93.7,2.5,0.7,16.3,1.7403,0.00515375,40.5,20259.44,0.4037693,-0.2296157,3.594851,79.23682,NaN,51.35054,6.3,39.95591,1.683942,0.1713713,71.834,66.41447,0.6663542,100,95.85126,6.14302e-05,3.62,20.37735,0.003991965,0.2384444,27.22836,23.66737,28.57794,10165,2802,5.4,11.1,7.484918e+07,1.380911e+12,3.656361e+09
TUV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.7,83.3,NaN,4.3,26.3,1.0042,0.000811359,42.4,3027.938,-0.6871995,0.6983551,4.057157,99.03886,NaN,NaN,NaN,NaN,3.322928,NaN,56.815,NaN,NaN,44.56256,82.20535,NaN,NaN,NaN,0.6681345,9.619626,NaN,NaN,NaN,NaN,NaN,24.9,28,9860,3.503186e+07,NaN
TWN,NaN,NaN,NaN,NaN,NaN,69.61761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.733527e+09
TZA,16.60434,1.355084,0.2229385,11.69704,56.9,54.82773,3.2,42.58889,55.4,14,32.9,36.3,28.2,0.0302,0.001777587,43.5,2362.932,-0.6925336,-0.1835858,3.185833,48.77494,NaN,24.97033,31.5,NaN,4.604118,0.006989311,29.493,51.66159,8.735985,15.3,4.235655,NaN,2.41,11.68392,0.07975194,0.9981104,2.971593e-05,22.37207,31.99752,43,6994,16.7,22.35,4.864571e+07,1.081317e+11,8.0773e+08
UGA,NaN,NaN,NaN,NaN,53.71,53.11847,4.2,47.86437,75.8,18.5,32.3,28.2,19.7,0.0928,0.0005649619,37.8,1689.777,-0.5680426,-0.479854,3.551531,28.40234,12.60984,60.71393,NaN,31.3903,5.18739,0.01129924,15.115,48.77493,12.58726,18.16256,2.558482,NaN,2.35,10.98664,0.07164388,3.930233,NaN,20.21672,33.12177,1,7179,16.6,22.8,3.540062e+07,6.005695e+10,NaN
UKR,66.6213,10.82582,4.850932,26.13406,88.33,61.91876,7.5,79.55111,96.5,95.8,2.5,0.1,9,3.4991,0.003721907,25.3,8322.173,-0.5832726,-0.2860896,2.981424,55.228,13.66552,71.3867,54.7,15.72328,4.650663,0.1953577,69.072,70.15073,10.83581,100,96.02158,0.001079172,2.69,18.31654,0.005482749,4.806539,34.40094,47.72078,56.37228,13046,2880,4,8.3,4.55933e+07,3.862756e+11,3.037485e+09
URY,46.61304,13.82438,7.175382,13.58856,88.4,66.69525,6.5,71.22624,99.3,95.9,2.5,0.2,12.4,3.736,0.02288421,37.3,18574.73,0.4449588,1.027336,4.003286,68.03836,NaN,79.82296,29.2,NaN,5.011596,0.2293169,94.803,63.82121,2.40562,99.5,98.84518,NaN,2.87,18.82189,0.000450948,0.2375133,32.29166,25.91963,29.14153,1875,6242,12.2,17.55,3396753,6.391967e+10,1.58333e+08
USA,191.3782,79.62447,30.93298,60.16206,109.68,66.96291,8.2,88.97592,99.1,100,2.5,1,NaN,2.5041,0.02096961,37.7,50632.45,1.511175,1.133208,1.137817,47.25972,NaN,NaN,10.8,115.5558,1.504223,0.8006845,81.108,67.01846,1.487398,100,100,3.03022e-05,4.14,9.821101,NaN,0.03901517,34.46069,13.52892,17.03926,7739,5539,2.2,8.55,3.141026e+08,1.615526e+13,6.01124e+10
UZB,50.0363,4.301903,1.35962,25.28627,81.96,60.64334,10.8,65.11111,87.3,100,7.4,NaN,15,2.4375,NaN,NaN,5821.528,-0.9396484,-2.005132,6.023669,48.16663,NaN,NaN,NaN,NaN,1.100043,NaN,36.182,66.67232,24.37555,100,87.78059,0.000101597,2.25,NaN,0.005647817,11.12332,NaN,21.38795,20.12017,11964,3098,5.8,12.05,2.97745e+07,1.426553e+11,1.489806e+09
VCT,NaN,NaN,NaN,NaN,85.65,63.69559,NaN,65.6834,95.1,NaN,6,NaN,NaN,0.6587,NaN,NaN,10091.74,0.8375437,1.033534,0.4660964,51.9446,NaN,NaN,4.9,NaN,16.65415,NaN,49.495,67.40355,0.06629845,75.90575,99.99,NaN,NaN,NaN,0.01272349,4.489474,NaN,27.17431,58.02864,NaN,NaN,NaN,26.8,109334,1.114434e+09,NaN
VEN,68.32153,25.22396,5.755866,9.746824,75.21,66.11644,8.1,68.24826,92.9,94,4.8,NaN,27.2,NaN,0.003221955,36.8,17998.3,-1.136799,-0.9223369,3.379452,34.89746,NaN,NaN,0.2,NaN,1.307679,0.1694902,88.851,65.19154,25.70708,100,93.50188,NaN,2.17,NaN,0.0001128704,0.03094788,NaN,26.17101,24.23255,1,17952,20.3,25.35,2.985424e+07,5.382089e+11,2.039687e+09
VG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28511,NaN,NaN
VIR,NaN,NaN,NaN,NaN,NaN,65.56247,NaN,NaN,100,96.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.256923,0.8380574,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94.916,64.23135,NaN,90.87544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.04884,76.04395,NaN,NaN,NaN,NaN,105275,NaN,NaN
VNM,23.26735,4.654574,1.97001,8.753192,80.65,65.18825,1.8,51.34889,93.8,73.1,12.2,3.3,17.2,0.815,0.002200988,39.6,4856,-0.2906829,-1.386534,4.619408,53.45129,21.43734,57.73924,14.6,19.65733,5.370299,0.02071857,31.668,70.26419,12.32527,99,51.0586,5.132351e-05,2.68,NaN,0.02957898,6.417661,NaN,80.02862,76.52531,142,17369,20.6,24.45,8.88092e+07,4.441139e+11,2.066355e+09
VUT,NaN,NaN,NaN,NaN,68.04,55.94083,NaN,59.55111,90.9,57.9,6.3,12.7,12.7,0.1859,NaN,39.6,2875.762,-0.2227292,0.4720519,-0.8340418,85.54752,NaN,NaN,NaN,NaN,7.725255,NaN,25.2,58.33502,1.260058,27.07681,14.96395,NaN,NaN,15.98578,0.1337721,2.819043,NaN,49.08789,50.83891,NaN,NaN,NaN,23.95,247498,7.307164e+08,NaN
WLD,52.86041,14.83507,4.7783,16.65812,NaN,NaN,5.994816,NaN,89.48913,65.9299,11.3,11.4,NaN,1.502126,NaN,NaN,13880.26,NaN,NaN,2.403748,60.21875,14.25253,NaN,NaN,77.67368,2.689382,NaN,52.45517,65.72082,5.059873,84.58465,58.57581,NaN,2.76948,14.38031,0.001935364,0.6728842,NaN,30.63278,29.94839,NaN,NaN,NaN,NaN,7.089452e+09,9.939628e+13,3.747513e+11
WSM,NaN,NaN,NaN,NaN,87.47,62.95163,NaN,70.15082,98.5,91.6,3.1,2,20.3,0.3805,NaN,NaN,5377.474,0.09021197,0.4250028,2.268827,86.48117,NaN,NaN,11.8,NaN,1.726903,NaN,19.639,56.87212,0.6560276,100,38.39199,NaN,NaN,0.01955713,0.1661851,22.09564,NaN,28.39402,57.42573,NaN,NaN,23.8,26.7,188901,1.087537e+09,NaN
YEM,6.800121,3.134295,0.4568619,1.984504,59.57,56.88615,17.7,33.92222,54.9,53.3,26.2,17.3,48.6,0.3104,NaN,39.1,3861.117,-1.275767,-1.385639,-9.173149,27.41135,NaN,NaN,NaN,NaN,-0.04439374,0.03416015,32.874,55.89634,20.26066,48.40671,67.95927,NaN,2.62,NaN,0.02668305,10.44746,NaN,NaN,NaN,147,12337,18.6,23.85,2.488279e+07,9.145828e+10,1.69206e+08
ZAF,56.83261,13.7554,4.613211,16.65255,84.53,51.32286,25,69.54472,92,64.7,4.5,14.55,54.35,0.7254,0.01426787,58,12253.22,0.3251969,0.5557596,1.148713,48.62455,20.62222,62.76358,29.7,228.4233,1.164114,0.1661628,63.272,64.5985,10.14608,85.4,86.69639,NaN,3.79,25.51997,0.00275485,0.2729168,2.24747,29.72388,31.17582,3468,3592,10.6,17.75,5.235638e+07,6.59635e+11,2.97555e+09
ZMB,20.49514,0.8828951,0.935037,14.1669,54.43,51.35866,13.1,59.13334,63,43.2,47.7,48.5,54.7,0.1632,NaN,50.2,3566.383,-0.4997167,-0.1434008,3.409529,51.62265,NaN,1.61106,26.7,13.57432,6.789381,0.02231753,39.587,50.6622,19.40396,22.06256,17.32283,NaN,2.070303,16.14834,0.04184868,0.2857069,NaN,40.08242,39.01732,519,6964,14.5,21.4,1.478658e+07,5.25249e+10,3.03053e+08
ZWE,28.23209,2.401706,1.028802,19.53234,50.74,47.63367,5.3,49.99333,77.5,37.3,NaN,NaN,NaN,NaN,NaN,40.4,NaN,-1.198275,-1.445051,8.95096,41.45295,NaN,NaN,7.5,NaN,3.223668,0.05561093,32.834,55.37716,12.97443,40.46256,29.64798,NaN,2.2,NaN,0.08650704,NaN,NaN,NaN,NaN,1368,6488,14.2,21,1.456548e+07,2.445727e+10,4.11214e+08
ZZBL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ZZKO,29.1663,7.668956,6.263018,13.7259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,22.9,NaN,0.001109572,31,8386.806,-0.3874948,-0.2408619,2.858579,NaN,NaN,44.41085,NaN,NaN,4.510481,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,0.09278297,16.29195,NaN,23.25667,53.89855,NaN,NaN,NaN,NaN,1805200,1.541878e+10,5.2651e+07
ZZYU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2,NaN,NaN,NaN,NaN
ZZZA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.189,68.62697,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,161336,NaN,NaN
ZZZZ,32.01113,4.511017,1.460378,8.355745,NaN,NaN,4.381289,NaN,92.3638,74.63128,10.22618,7.2,NaN,1.576773,NaN,44.6,13228.47,NaN,NaN,5.180383,68.72797,18.36995,NaN,NaN,77.35718,2.494736,0.1642403,53.81849,71.3215,3.599432,96.11852,58.11649,NaN,3.0325,11.73071,0.0004852273,0.3977256,NaN,32.65749,31.22116,NaN,NaN,NaN,NaN,2.233937e+09,2.964369e+13,7.151084e+10
ZZ_NaN,NaN,NaN,NaN,NaN,88.39,NaN,NaN,66.24766,NaN,NaN,10.80944,NaN,NaN,1.097303,NaN,NaN,15134.33,1.415885,1.248198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.50321,37.62967,NaN,NaN,22.2,21.4,NaN,NaN,NaN
